image_hr,image_lr
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000051.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000051x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000052.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000052x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000053.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000053x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000054.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000054x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000055.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000055x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000056.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000056x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000057.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000057x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000058.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000058x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000059.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000059x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000060.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000060x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000061.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000061x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000062.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000062x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000063.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000063x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000064.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000064x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000065.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000065x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000066.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000066x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000067.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000067x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000068.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000068x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000069.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000069x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000070.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000070x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000071.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000071x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000072.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000072x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000073.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000073x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000074.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000074x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000075.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000075x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000076.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000076x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000077.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000077x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000078.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000078x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000079.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000079x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000080.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000080x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000081.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000081x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000082.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000082x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000083.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000083x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000084.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000084x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000085.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000085x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000086.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000086x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000087.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000087x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000088.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000088x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000089.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000089x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000090.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000090x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000091.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000091x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000092.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000092x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000093.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000093x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000094.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000094x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000095.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000095x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000096.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000096x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000097.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000097x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000098.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000098x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000099.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000099x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000100.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000100x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000101.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000101x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000102.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000102x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000103.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000103x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000104.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000104x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000105.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000105x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000106.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000106x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000107.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000107x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000108.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000108x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000109.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000109x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000110.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000110x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000111.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000111x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000112.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000112x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000113.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000113x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000114.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000114x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000115.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000115x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000116.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000116x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000117.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000117x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000118.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000118x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000119.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000119x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000120.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000120x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000121.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000121x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000122.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000122x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000123.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000123x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000124.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000124x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000125.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000125x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000126.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000126x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000127.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000127x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000128.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000128x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000129.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000129x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000130.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000130x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000131.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000131x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000132.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000132x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000133.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000133x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000134.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000134x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000135.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000135x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000136.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000136x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000137.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000137x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000138.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000138x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000139.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000139x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000140.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000140x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000141.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000141x4.png
/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_HR/000142.png,/home/ubuntu/fastestimator_data/DRLN/Flickr2K/Flickr2K_LR_bicubic/X4/000142x4.png
